cliente_ID,desistencia,genero,idade_>=_65,tem_parceiro,tem_dependentes,assinatura_provedor_internet,assinatura_adicional_seguranca_online,assinatura_adicional_backup_online,assinatura_adicional_protecao_dispositivo,assinatura_adicional_suporte_tecnico_menos_tempo_espera,assinatura_TV_cabo,assinatura_streaming_filmes,contrato,fatura_online,forma_pagamento,gastos_mensais,gastos_diarios,gasto_total
7571-YXDAD,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,2.5,147.15
7572-KPVKK,No,Male,0,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,3.47,6590.5
7576-ASEJU,No,Female,0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,2.49,3187.65
7576-JMYWV,No,Female,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.2,3.67,4972.1
7576-OYWBN,Yes,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,2.53,231.8
7577-SWIFR,No,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,2.98,89.25
7579-KKLOE,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,3.04,6589.6
7579-OOPEC,Yes,Female,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,1.67,115.1
7580-UGXNC,Yes,Female,1,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,1.83,104.2
7581-EBBOU,No,Female,0,No,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2.34,4224.7
7586-ZATGZ,No,Male,0,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.9,2.83,3369.05
7587-AOVVU,No,Male,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.75,3.36,2793.55
7587-RZNME,Yes,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,1.44,123.65
7590-VHVEG,No,Female,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.85,1.0,29.85
7593-JNWRU,Yes,Male,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.6,1.49,260.8
7593-XFKDI,Yes,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,1.54,46.3
7594-LZNWR,No,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.15,2.31,2275.1
7594-RQHXR,Yes,Female,0,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,2.65,79.6
7595-EHCDL,No,Male,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.6,1.69,1653.45
7595-EUIVN,Yes,Female,0,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,2.53,75.8
7596-LDUXP,No,Female,0,No,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),85.15,2.84,979.05
7596-ZYWBB,No,Female,0,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.6,1.99,3739.8
7598-UAASY,Yes,Male,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.4,2.55,151.8
7599-FKVXZ,Yes,Male,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.15,3.54,4512.7
7599-NTMDP,No,Female,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.7,1.62,3008.55
7602-MVRMB,No,Female,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,3.68,8058.85
7603-USHJS,Yes,Male,0,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,2.46,871.4
7605-BDWDC,No,Female,0,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,1.66,1520.1
7605-SNLQG,No,Female,0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),50.25,1.68,2221.55
7607-QKKTJ,No,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),95.0,3.17,4368.85
7609-YBPXG,No,Male,0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.1,2.9,4735.2
7611-YKYTC,No,Male,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0,2.5,1573.95
7613-LLQFO,Yes,Male,0,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45,2.82,1059.55
7614-QVWQL,Yes,Male,0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.8,1.73,2541.25
7615-ESMYF,Yes,Female,0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,1.49,97.1
7619-ODSGN,Yes,Male,0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.75,1.82,1338.15
7619-PLRLP,No,Female,0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),74.1,2.47,3833.95
7621-VPNET,No,Female,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,2.86,3729.75
7622-FWGEW,No,Male,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.65,2.86,4824.45
7622-NXQZR,No,Male,0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,1.0,810.85
7623-TRNQN,Yes,Male,0,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,1.66,49.9
7625-XCQRH,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2.55,837.95
7627-JKIAZ,Yes,Female,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95,2.63,2839.65
7629-WFGLW,No,Female,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,95.65,3.19,5471.75
7629-WIXZF,No,Female,0,No,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,1.97,369.25
7632-MNYOY,Yes,Male,1,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.9,3.7,7432.05
7633-MVPUY,No,Male,0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.75,1.99,3450.15
7634-WSWDB,No,Female,0,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.5,1.28,330.8
7636-OWBPG,No,Male,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,0.98,381.2
7636-PEPNS,No,Female,0,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,1.47,2413.05
7638-QVMVY,Yes,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,2.63,522.95
7639-LIAYI,No,Male,0,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,2.66,4217.8
7639-OPLNG,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25,2.64,5731.85
7639-SUPCW,Yes,Female,0,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1.63,1054.6
7641-EUYET,Yes,Male,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.7,3.36,4541.2
7641-TQFHN,No,Male,0,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55,3.35,3895.35
7649-SIJJF,No,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1,2.67,5585.4
7654-YWJUF,No,Male,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,2.81,3539.25
7657-DYEPJ,Yes,Male,1,No,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2.34,2497.35
7658-UYUQS,No,Male,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.55,2.88,1857.25
7660-HDPJV,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,2.31,69.2
7661-CPURM,No,Male,0,No,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7,2.92,1725.95
7663-CUXZB,No,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,113.75,3.79,6561.25
7663-RGWBC,Yes,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,1.47,44.15
7663-YJHSN,No,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95,3.47,7556.9
7663-ZTEGJ,No,Male,0,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.55,3.35,2830.45
7665-NKLAV,No,Female,0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.65,1.36,1547.35
7665-TOALD,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,2.32,69.6
7666-WKRON,Yes,Female,0,No,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,2.68,3201.55
7668-XCFYV,No,Female,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,3.08,1614.7
7669-LCRSD,No,Male,0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,1.88,628.65
7670-ZBPOQ,No,Female,0,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.05,2.03,3478.75
7672-VFMXZ,No,Male,0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.7,1.86,3171.6
7673-LPRNY,No,Female,0,No,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,2.62,1843.05
7674-YTAFD,No,Female,0,No,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2.66,2684.85
7675-OZCZG,Yes,Female,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,1.5,127.1
7682-AZNDK,No,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,2.99,3091.75
7683-CBDKJ,Yes,Male,0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.45,2.18,937.6
7688-AWMDX,No,Male,0,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.5,1.82,3778.2
7690-KPNCU,No,Male,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,2.44,4688.65
7691-KGKGP,No,Male,0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.0,2.17,3363.8
7691-XVTZH,No,Female,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,3.0,5974.3
7693-LCKZL,Yes,Male,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,2.67,385
7693-QPEFS,No,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.95,2.43,3829.75
7694-VLBWQ,Yes,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1,3.47,7040.85
7696-AMHOD,No,Female,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.0,2.6,3824.2
7703-ZEKEF,Yes,Male,0,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.0,2.7,1917.1
7707-PYBBH,No,Male,0,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2.06,2647.1
7710-JSYOA,No,Female,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,3.11,6398.05
7711-YIJWC,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,2.83,5264.5
7714-YXSMB,No,Female,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,3.35,2599.95
7716-YTYHG,Yes,Female,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,82.05,2.74,4029.95
7718-RXDGG,No,Male,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,2.29,1108.6
7718-UPSKJ,No,Female,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,3.55,7251.9
7721-JXEAW,Yes,Male,0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.05,1.37,2452.7
7722-CVFXN,No,Male,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,3.51,5637.85
7722-VJRQD,No,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,2.03,4549.05
7729-JTEEC,No,Male,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.5,1.48,90.05
7730-CLDSV,No,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.65,3.29,7129.45
7730-IUTDZ,Yes,Male,0,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,2.51,3198.6
7733-UDMTP,No,Female,1,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,1.83,3094.05
7734-DBOAI,Yes,Female,0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,1.34,40.1
7739-LAXOG,Yes,Female,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,3.03,2954.5
7740-BTPUX,No,Male,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.6,3.79,6292.7
7740-KKCXF,No,Male,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05,1.0,1529.45
7742-MYPGI,No,Female,0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.8,1.63,297.35
7743-EXURX,Yes,Male,0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,1.7,415.05
7746-AWNQW,No,Female,0,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,35.75,1.19,961.4
7746-QYVCO,No,Male,0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,55.85,1.86,857.8
7748-UMTRK,No,Female,1,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,3.38,2974.5
7750-EYXWZ,No,Female,0,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.65,2.02,743.3
7752-XUSCI,Yes,Female,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,3.53,6396.45
7753-USQYQ,No,Male,0,No,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2,2.14,3627.3
7754-IXRMC,No,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.35,1.51,45.35
7758-UJWYS,No,Male,0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.55,1.35,1325.85
7758-XKCBS,Yes,Male,0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.7,0.99,438.25
7760-OYPDY,Yes,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,2.69,144.15
7762-URZQH,Yes,Male,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,3.53,6981.35
7765-LWVVH,No,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.1,3.17,6843.15
7766-CLTIC,No,Female,0,No,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.95,2.03,629.55
7767-UXAGJ,Yes,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,1.68,50.45
7771-CFQRQ,No,Female,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,2.13,3007.25
7771-ZONAT,No,Male,0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1.89,1304.85
7774-OJSXI,Yes,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.45,3.45,3066.45
7776-QGYJC,No,Female,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,2.72,3107.3
7776-QWNFX,Yes,Male,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1.68,1527.5
7779-LGOVN,Yes,Male,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,2.89,856.65
7779-ORAEL,No,Male,1,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.15,2.51,3480.35
7780-OTDSO,Yes,Male,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,3.31,1742.95
7781-EWARA,No,Male,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,2.01,4138.7
7781-HVGMK,No,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,2.17,4784.45
7783-YKGDV,Yes,Female,0,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,3.32,1238.45
7786-WBJYI,Yes,Female,0,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.95,2.6,305.55
7789-CRUVC,No,Female,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.2,3.14,5895.45
7789-HKSBS,No,Female,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,3.51,4599.15
7794-JASDG,No,Male,0,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.75,1.69,50.75
7795-CFOCW,No,Male,0,No,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),42.3,1.41,1840.75
7797-EJMDP,No,Female,0,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.05,2.2,574.5
7798-JVXYM,No,Female,0,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.65,2.32,921.4
7799-DSEWS,No,Male,0,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.35,2.28,1299.8
7801-CEDNV,No,Male,0,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),48.7,1.62,1421.75
7801-KICAO,No,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,2.47,1345.75
7802-EFKNY,Yes,Male,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,0.83,100.4
7803-XOCCZ,No,Female,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,2.8,4326.8
7811-JIVPF,No,Female,0,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1.66,1081.25
7813-ZGGAW,No,Male,1,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.6,3.22,2877.95
7816-VGHTO,No,Female,0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,40.55,1.35,217.5
7817-BOQPW,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,2.52,166.3
7820-ZYGNY,No,Male,0,No,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),90.45,3.02,5825.5
7821-DPRQE,No,Male,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.7,3.59,7320.9
7823-JSOAG,No,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.5,2.48,217.45
7824-PANSQ,No,Male,0,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.65,2.69,4807.35
7825-ECJRF,Yes,Female,0,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,3.55,1934.45
7825-GKXMW,Yes,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,1.53,45.8
7826-VVKWT,No,Female,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.55,3.22,2263.45
7831-QGOXH,Yes,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,2.84,1553.9
7833-PKIHD,No,Male,0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.4,2.55,3966.3
7838-LAZFO,No,Male,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,2.63,3597.5
7839-NUIAA,No,Female,0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.8,1.99,3641.5
7841-FCRQD,No,Female,0,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75,1.79,1857.3
7841-TZDMQ,Yes,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,1.53,84.5
7850-VWJUU,No,Female,0,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,2.5,1778.5
7851-FLGGQ,Yes,Male,0,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,1.49,44.65
7851-WZEKY,Yes,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,3.17,196.9
7852-LECYP,No,Male,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,3.13,1261
7853-OETYL,No,Female,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.05,0.97,129.6
7854-EDSSA,Yes,Male,0,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0,1.97,1254.7
7854-FOKSF,Yes,Male,0,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.9,1.2,35.9
7855-DIWPO,No,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,2.29,1493.2
7856-GANIL,No,Male,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.7,3.29,4525.8
7858-GTZSP,No,Female,0,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,2.88,1066.9
7860-KSUGX,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,2.15,4720
7860-UXCRM,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),74.5,2.48,4674.55
7861-UVUFT,Yes,Female,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,2.81,1308.4
7868-BGSZA,No,Male,0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.2,2.67,3581.6
7868-TMWMZ,No,Female,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,3.67,6668.35
7869-ZYDST,No,Male,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.05,1.97,1882.8
7872-RDDLZ,No,Female,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.9,1.83,3725.5
7873-CVMAW,No,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,2.95,6362.35
7876-AEHIG,No,Female,0,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15,2.0,3077
7876-BEUTG,No,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1.63,720.1
7878-JGDKK,No,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.55,1.48,220.75
7879-CGSFV,No,Male,0,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,3.36,5552.05
7880-XSOJX,No,Male,0,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,42.4,1.41,146.4
7881-EVUAD,Yes,Female,0,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,1.42,72.4
7881-INRLC,Yes,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.85,3.36,4740
